guideline_id,topic,text
G01950,COPD,Demo evidence record 1950. COPD with recent acute-care utilization may indicate need for structured follow-up under local protocols. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G01951,readmission risk,"Demo evidence record 1951. Readmission-risk models should support, not replace, clinical judgment and should be monitored for calibration and drift. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G01952,AI safety,Demo evidence record 1952. AI-generated clinical summaries should be grounded in source data and reviewed for unsupported claims. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G01953,post-discharge follow-up,Demo evidence record 1953. Recent hospitalization and repeated acute-care use are important signals for care-coordination follow-up. Context: payer analytics. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G01954,medication reconciliation,Demo evidence record 1954. Medication reconciliation after transitions of care can help identify discrepancies. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G01955,heart failure,Demo evidence record 1955. Patients with heart failure and recurrent utilization may warrant closer post-discharge monitoring. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G01956,chronic kidney disease,Demo evidence record 1956. Kidney-function abnormalities should be interpreted with full clinical context and longitudinal laboratory history. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G01957,diabetes,"Demo evidence record 1957. Diabetes management after discharge commonly includes review of medications, monitoring plans, and follow-up arrangements. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G01958,COPD,Demo evidence record 1958. COPD with recent acute-care utilization may indicate need for structured follow-up under local protocols. Context: payer analytics. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G01959,readmission risk,"Demo evidence record 1959. Readmission-risk models should support, not replace, clinical judgment and should be monitored for calibration and drift. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G01960,AI safety,Demo evidence record 1960. AI-generated clinical summaries should be grounded in source data and reviewed for unsupported claims. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G01961,post-discharge follow-up,Demo evidence record 1961. Recent hospitalization and repeated acute-care use are important signals for care-coordination follow-up. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G01962,medication reconciliation,Demo evidence record 1962. Medication reconciliation after transitions of care can help identify discrepancies. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G01963,heart failure,Demo evidence record 1963. Patients with heart failure and recurrent utilization may warrant closer post-discharge monitoring. Context: payer analytics. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
